,id,name,attack,health,defense
0,95,混元一氣功,0,8000,0
1,96,玄冥七煞真經,0,7000,0
2,97,六陽六陰訣,0,6000,0
3,98,陰陽心法,0,5000,0
4,99,枯木回春訣,0,5500,0
5,100,烈焰焚陽功,0,6000,0
6,101,寒冰烈火經,0,6500,0
7,102,天山紫霞神功,0,8000,0
8,103,九幽玄冥法,0,7000,0
9,104,乾坤大法,0,7000,0
10,105,聖火經,0,7000,0
11,106,九幽玄冥訣,0,6500,0
12,107,噬魔真經,0,6000,0
13,108,血河真經,0,8000,0
14,109,飛仙訣,0,7000,0
15,110,龍冥玄天功,0,10000,0
16,111,冥岳心法,0,9500,0
17,112,星辰訣,0,8000,0
18,113,玄元回氣訣,0,5500,0
19,114,海龍心法,0,5000,0
20,115,無極心法,0,5000,0
21,116,陰陽五行功,0,5200,0
22,117,嗜血經,0,6000,0
23,118,九幽天魔大法,0,5800,0
24,119,天地玄黃功,0,6000,0
25,120,神照大法,0,10000,0
26,121,碧海潮生功,0,8800,0
27,122,八荒獨尊功,0,10000,0
28,123,小周天星辰功,0,10000,0
29,124,日曜神經,0,8000,0
30,125,般若功,0,5600,0
31,126,兩儀心法,0,5000,0
32,127,羅漢伏魔功,0,5500,0
33,128,枯禪功,0,5400,0
34,129,擒龍心法,0,5000,0
35,130,先天經,0,6000,0
36,131,純陽真經,0,8000,0
37,132,易筋大法,0,10000,0
